WELL_LOG_NO,WELL_SCREEN_ID,SCREEN_DIAM,SCREEN_TYPE_CODE,SCREEN_MAT_CODE,SCREEN_SLOT_SIZE,SCREENED_INTERVAL_FROM,SCREENED_INTERVAL_TO,SCREEN_LENGTH
922360,30932,,,,0.02,162.0,165.0,3.0
865126,30934,,,,0.02,80.0,84.0,4.0
891436,30935,,,,0.025,200.0,205.0,5.0
878821,30936,,,,0.018,103.0,107.0,4.0
855574,30937,5.000,CWW,PVC,0.02,71.0,75.0,4.0
865068,30938,,,,0.02,51.0,55.0,4.0
865080,30939,,,,0.02,61.0,65.0,4.0
865086,30940,,,,0.02,131.0,135.0,4.0
865094,30942,,,,0.02,46.0,50.0,4.0
868456,30943,,,,0.016,71.0,75.0,4.0
865098,30944,5.000,CWW,PVC,0.02,51.0,55.0,4.0
878808,30946,,,,0.02,58.0,62.0,4.0
868459,30947,,,,0.016,167.0,177.0,4.0
910188,30949,,,,0.02,55.0,59.0,4.0
748310,30951,,,,0.03,49.0,53.0,4.0
865110,30952,5.000,CWW,PVC,0.02,91.0,95.0,4.0
865120,30954,,,,0.02,98.0,102.0,4.0
897879,31032,,,,0.02,108.0,111.0,3.0
910687,31033,,,,0.015,85.0,90.0,5.0
919219,31035,,,,0.015,86.0,91.0,5.0
922380,31036,,,,0.015,82.0,103.0,5.0
919246,31037,,,,0.02,106.0,109.0,3.0
922394,31038,,,,0.02,61.0,64.0,3.0
897834,31039,,,,0.02,106.0,109.0,3.0
873215,31040,,,,0.02,163.0,166.0,3.0
873221,31043,,,,0.02,159.0,163.0,4.0
922448,31046,,,,0.015,118.0,123.0,5.0
926282,31048,,,,0.02,75.0,78.0,3.0
926335,31049,,,,0.02,76.0,79.0,3.0
922420,31050,4.000,CWW,STA,0.02,83.0,86.0,3.0
934128,31057,,,,0.15,108.0,112.0,4.0
741457,31063,,,,0.2,63.0,68.0,
926342,31067,4.000,CWW,STA,0.02,91.0,94.0,3.0
914877,31068,,,,0.02,73.0,76.0,3.0
919182,31069,,,,0.02,159.0,162.0,3.0
919188,31070,4.000,CWW,STA,0.015,121.0,125.0,4.0
922435,31106,,,,0.02,248.0,252.0,4.0
892070,31107,,,,0.02,167.0,170.0,3.0
892086,31108,,,,0.02,136.0,139.0,3.0
886826,31109,,,,0.02,146.0,149.0,3.0
892013,31110,,,,0.02,101.0,111.0,10.0
892049,31111,,,,0.015,97.0,102.0,5.0
897808,31112,,,,0.02,161.0,164.0,3.0
903683,31113,,,,0.015,114.0,118.0,4.0
908139,31114,,,,0.015,79.0,84.0,5.0
897802,31115,,,,0.02,186.0,189.0,3.0
922398,31116,,,,0.015,170.0,174.0,4.0
877542,31117,,,,0.015,93.0,97.0,4.0
877543,31118,,,,0.02,76.0,79.0,3.0
883243,31119,,,,0.015,95.0,99.0,4.0
883244,31120,,,,0.015,102.0,106.0,4.0
939523,31221,,,,,100.0,105.0,5.0
939519,31223,,,,,88.0,93.0,5.0
939520,31225,,,,,137.0,140.0,3.0
939522,31226,,,,,104.0,109.0,5.0
939521,31227,,,,,109.0,114.0,5.0
914900,31393,,,,0.02,144.0,147.0,3.0
910751,31394,,,,0.02,209.0,214.0,5.0
922364,31396,,,,0.02,151.0,154.0,3.0
914858,31397,,,,0.15,90.0,94.0,4.0
903684,31398,,,,0.02,88.0,91.0,3.0
897867,31399,,,,0.02,76.0,79.0,3.0
964624,31552,,,,0.02,45.0,49.0,4.0
980210,31553,,,,0.02,81.0,84.0,3.0
964499,31660,,,,0.015,90.0,94.0,4.0
980221,31705,,,,,105.0,109.0,4.0
953370,31713,,,,0.018,127.0,132.0,5.0
953369,31714,,,,0.02,40.0,45.0,5.0
980213,31796,,,,0.02,118.0,121.0,3.0
980403,31836,,,,0.02,149.0,152.0,3.0
964620,31838,,,,0.03,95.0,99.0,4.0
967731,31856,,,,0.025,41.0,45.0,4.0
967730,31864,,,,0.025,91.0,95.0,4.0
980242,31932,6.000,CWW,STA,0.015,72.0,75.0,3.0
980245,31933,,,,0.2,82.0,85.0,3.0
748319,31942,,,,0.03,48.0,52.0,4.0
980406,31943,,,,0.15,86.0,147.0,5.0
991363,32125,,,,0.01,2.5,29.0,26.0
980235,32157,4.000,CWW,STA,0.015,118.0,122.0,4.0
980233,32158,,,,0.05,70.0,74.0,4.0
958164,32309,,,,0.02,76.0,80.0,4.0
958161,32310,,,,0.03,48.0,53.0,5.0
980265,32347,4.000,CWW,STA,0.02,87.0,90.0,3.0
980249,32348,,,,,100.0,117.0,
980258,32354,,,,0.015,209.0,214.0,5.0
980253,32356,4.000,CWW,STA,0.02,95.0,98.0,3.0
980252,32358,,,,,83.0,86.0,4.0
958160,32359,,,,0.02,119.0,123.0,4.0
966353,32407,,,,0.015,128.0,131.0,3.0
966342,32464,,,,0.02,107.0,110.0,3.0
966343,32465,,,,0.015,60.0,64.0,4.0
2076200,32579,2.000,MAC,PVC,0.01,6.0,16.0,10.0
2076202,32580,2.000,MAC,PVC,0.01,6.0,16.0,10.0
2076203,32581,2.000,MAC,PVC,0.01,6.0,16.0,10.0
2072945,32956,6.000,MAC,PVC,0.025,72.0,77.0,5.0
2080276,32980,2.000,MAC,PVC,0.01,2.0,10.0,8.0
759348,32998,4.000,CWW,STA,0.02,72.0,75.0,3.0
974794,33009,4.000,CWW,STA,0.015,110.0,114.0,4.0
1021504,33023,4.000,CWW,STA,20.0,122.0,125.0,3.0
974815,33070,4.000,CWW,STA,0.02,175.0,179.0,4.0
974814,33071,4.000,CWW,STA,0.02,93.0,97.0,4.0
974818,33136,6.000,CWW,STA,0.015,142.0,145.0,3.0
1021514,33246,4.000,CWW,STA,20.0,144.0,147.0,3.0
1021548,33431,6.000,CWW,STA,15.0,85.0,90.0,5.0
1021549,33432,6.000,CWW,STA,0.015,138.0,151.0,8.0
1021970,33581,4.000,CWW,STA,15.0,184.0,188.0,4.0
877566,33674,,,,0.02,75.0,78.0,3.0
873231,33676,,,,0.015,87.0,91.0,4.0
910688,33679,,,,0.02,92.0,95.0,3.0
865143,33684,,,,0.02,56.0,60.0,4.0
865145,33685,,,,0.02,136.0,140.0,4.0
910182,33687,,,,0.02,43.0,47.0,4.0
939555,33841,,,,,102.0,105.0,3.0
922074,34050,,,,,75.0,79.0,4.0
910245,34106,5.000,CWW,PVC,0.02,51.0,55.0,4.0
947342,34108,,,,0.015,81.0,85.0,4.0
947336,34109,,,,0.02,183.0,186.0,3.0
947344,34110,,,,0.015,104.0,107.0,3.0
947337,34112,,,,0.015,107.0,111.0,4.0
748314,34439,5.000,CWW,PVC,0.03,108.0,112.0,4.0
939573,34517,,,,0.2,125.0,130.0,5.0
910226,34569,5.000,CWW,PVC,0.02,55.0,59.0,4.0
943154,34588,,,,0.02,97.0,100.0,3.0
991362,34759,,,,0.01,2.5,29.0,26.0
991361,34760,,,,0.01,2.5,29.0,27.0
980225,34915,,,,0.2,195.0,198.0,3.0
992046,34929,,,,0.02,57.0,62.0,5.0
980248,35013,4.000,CWW,STA,0.2,81.0,84.0,3.0
983831,35014,,,,,54.0,58.0,4.0
953744,35016,6.000,MAC,PVC,0.025,131.0,136.0,5.0
965104,35052,,,,0.15,137.0,140.0,4.0
980232,35060,,,,0.02,92.0,95.0,3.0
967732,35061,,,,0.015,35.0,42.0,8.0
980231,35062,,,,0.02,95.0,98.0,3.0
953378,35068,,,,0.018,85.0,90.0,5.0
953733,35217,,,,0.025,155.0,160.0,5.0
992089,35436,,,,,87.0,90.0,3.0
965013,35512,,,,,74.0,77.0,3.0
973253,35528,,,,0.025,60.0,65.0,5.0
973280,35580,,,,0.25,56.0,61.0,5.0
992085,35624,,,,0.015,150.0,154.0,4.0
980384,35627,,,,0.02,135.0,138.0,3.0
980277,35736,,,,,50.0,54.0,4.0
2074965,35840,6.000,MAC,PVC,0.05,110.0,118.0,8.0
2083894,35851,6.000,MAC,PVC,0.05,59.0,79.0,20.0
2085878,35868,12.000,CWW,STA,0.04,105.0,135.0,30.0
2085880,35869,4.000,CWW,STA,0.04,116.0,119.0,3.0
2085900,35872,4.000,CWW,STA,0.03,95.0,98.0,3.0
974769,35877,4.000,CWW,STA,0.02,187.0,191.0,4.0
2087774,35913,2.000,MAC,PVC,0.01,2.0,14.0,12.0
974825,35931,4.000,CWW,STA,0.02,106.0,110.0,4.0
1021495,36046,4.000,CWW,STA,20.0,147.0,151.0,4.0
2080170,36125,2.000,MAC,PVC,0.01,3.0,13.0,10.0
2080171,36126,2.000,MAC,PVC,0.01,3.0,8.0,5.0
1020943,36177,6.000,CWW,STA,15.0,133.0,135.0,5.0
2073002,36184,10.000,CWW,STA,0.05,116.0,136.0,20.0
2080342,36194,2.000,MAC,PVC,0.01,2.0,9.0,7.0
2066006,36235,6.000,MAC,PVC,0.05,86.0,98.0,12.0
897828,36333,,,,0.02,108.0,184.0,4.0
886730,36334,,,,0.02,91.0,94.0,3.0
873184,36336,,,,0.02,89.0,92.0,3.0
873186,36337,,,,0.02,61.0,64.0,3.0
886770,36338,,,,0.02,74.0,77.0,3.0
892075,36346,,,,0.02,76.0,79.0,3.0
910197,36435,5.000,CWW,PVC,0.02,86.0,90.0,4.0
910214,36482,,,,0.02,122.0,126.0,4.0
855573,36486,,,,0.02,64.0,68.0,4.0
910186,36488,,,,0.02,46.0,50.0,4.0
910187,36489,,,,0.02,46.0,50.0,4.0
886780,36491,,,,0.015,119.0,123.0,4.0
897826,36492,,,,0.02,118.0,121.0,3.0
863619,36493,,,,0.02,137.0,140.0,3.0
903718,36494,4.000,CWW,STA,0.02,71.0,74.0,3.0
892002,36500,,,,0.015,180.0,183.0,3.0
908224,36512,,,,0.015,198.0,203.0,5.0
910693,36513,,,,0.02,135.0,138.0,3.0
773962,36605,4.000,LOU,STA,0.025,45.0,49.0,3.0
939498,36606,,,,0.02,96.0,99.0,3.0
939501,36607,,,,0.02,106.0,110.0,4.0
939500,36608,,,,0.02,181.0,184.0,3.0
922600,36609,,,,0.045,170.0,186.0,16.0
910211,36611,,,,0.02,94.0,98.0,4.0
910273,36619,,,,0.02,58.0,62.0,4.0
878809,36620,5.000,MAC,PVC,0.018,66.0,70.0,4.0
910201,36621,,,,0.02,60.0,64.0,4.0
865060,36622,,,,0.02,100.0,104.0,4.0
855575,36623,,,,0.02,166.0,170.0,4.0
865054,36624,5.000,CWW,PVC,0.02,124.0,128.0,4.0
883213,36625,4.000,CWW,STA,0.02,119.0,122.0,3.0
886776,36626,,,,0.015,108.0,113.0,5.0
886777,36627,,,,0.015,123.0,126.0,3.0
886768,36628,,,,0.015,80.0,84.0,4.0
873191,36629,,,,0.02,119.0,122.0,3.0
908173,36630,,,,0.015,118.0,122.0,4.0
910545,36635,,,,0.02,124.0,127.0,3.0
910275,36636,5.000,CWW,PVC,0.02,139.0,143.0,4.0
875796,36637,,,,0.015,94.0,98.0,4.0
883088,36638,,,,0.025,85.0,90.0,5.0
910765,36640,,,,0.02,62.0,67.0,5.0
908208,36641,,,,0.02,91.0,94.0,3.0
926336,36642,,,,0.02,98.0,101.0,3.0
922423,36645,,,,0.02,79.0,82.0,3.0
877577,36646,,,,0.02,161.0,164.0,3.0
877528,36647,,,,0.015,98.0,101.0,3.0
910690,36648,4.000,CWW,STA,0.02,98.0,101.0,3.0
914879,36717,,,,0.02,227.0,230.0,3.0
914875,36719,,,,0.02,134.0,138.0,4.0
925557,36730,,,,0.018,80.0,84.0,4.0
939491,36733,,,,,130.0,134.0,4.0
910183,36805,,,,0.02,71.0,75.0,4.0
910180,36806,5.000,CWW,PVC,0.02,60.0,64.0,4.0
878813,36807,,,,0.018,57.0,61.0,4.0
925575,36808,,,,0.01,123.0,128.0,5.0
865124,36809,,,,0.02,57.0,61.0,4.0
865123,36810,,,,0.02,107.0,115.0,8.0
865119,36811,,,,0.02,140.0,144.0,4.0
868465,36812,,,,0.018,68.0,72.0,4.0
865090,36813,5.000,CWW,PVC,0.02,104.0,108.0,4.0
868474,36814,,,,0.016,114.0,118.0,4.0
868467,36815,,,,0.018,105.0,109.0,4.0
855572,36816,,,,0.02,96.0,100.0,4.0
868471,36817,5.000,CWW,PVC,0.018,145.0,149.0,4.0
2090841,37225,2.000,MAC,PVC,0.01,2.0,12.0,10.0
879127,37319,16.000,CWW,STA,0.035,92.0,152.0,60.0
879128,37321,16.000,CWW,STA,0.035,105.0,165.0,60.0
879129,37322,16.000,CWW,STA,0.035,143.0,203.0,60.0
980367,37675,,,,,162.0,166.0,3.0
980370,37676,,,,,211.0,215.0,4.0
980369,37677,,,,,216.0,219.0,3.0
966363,37707,,,,0.02,126.0,129.0,3.0
966365,37708,,,,0.02,100.0,105.0,5.0
953365,37737,,,,0.02,85.0,90.0,5.0
953670,37739,,,,0.025,98.0,103.0,5.0
953366,37740,5.000,MAC,PVC,0.018,65.0,70.0,5.0
980385,37778,,,,0.2,174.0,177.0,3.0
964463,37847,,,,0.015,137.0,141.0,4.0
964482,37848,,,,0.04,137.0,140.0,3.0
966376,38044,8.000,CWW,STA,0.5,82.0,102.0,20.0
966377,38045,,,,0.2,99.0,102.0,3.0
980398,38077,,,,,52.0,56.0,4.0
980397,38078,4.000,CWW,STA,0.02,75.0,78.0,3.0
980400,38079,,,,,134.0,137.0,3.0
965098,38080,4.000,CWW,STA,0.015,56.0,60.0,4.0
966415,38104,,,,0.02,127.0,130.0,3.0
966413,38223,,,,0.02,114.0,117.0,3.0
967751,38224,,,,0.02,121.0,125.0,4.0
966395,38266,4.000,CWW,STA,0.02,75.0,78.0,3.0
958156,38267,5.000,CWW,PVC,0.02,52.0,56.0,4.0
966393,38268,,,,,116.0,119.0,3.0
958155,38269,,,,0.02,60.0,64.0,4.0
980241,38348,,,,0.02,195.0,198.0,3.0
1007891,38379,,,,0.02,81.0,86.0,5.0
2024466,38441,2.000,MAC,PVC,0.01,34.0,41.0,7.0
2024467,38442,2.000,MAC,PVC,0.01,34.0,41.0,7.0
958209,38521,,,,,60.0,80.0,10.0
964694,38522,,,,,90.0,100.0,6.0
958217,38523,,,,,60.0,67.0,
958215,38524,,,,,70.0,75.0,6.0
964703,38525,,,,,50.0,55.0,5.0
958210,38526,,,,,80.0,100.0,10.0
964702,38527,,,,,45.0,55.0,
958208,38528,,,,,60.0,75.0,1.0
958202,38529,,,,0.015,30.0,45.0,4.0
964700,38530,,,,,50.0,60.0,10.0
967736,38845,,,,,170.0,174.0,4.0
974072,38872,,,,,171.0,175.0,4.0
953398,38880,,,,0.02,73.0,78.0,5.0
2088096,39359,5.000,CWW,STA,0.016,125.0,130.0,5.0
2088654,39362,5.000,MAC,PVC,0.02,70.0,65.0,5.0
2088946,39377,4.000,CWW,STA,0.4,150.0,147.0,3.0
1022007,39378,4.000,CWW,STA,20.0,157.0,160.0,3.0
1022006,39379,4.000,CWW,STA,20.0,73.0,76.0,3.0
2088993,39380,3.000,CWW,STA,0.04,149.0,146.0,3.0
2025974,39718,2.000,MAC,PVC,0.01,4.0,14.0,10.0
2025975,39719,2.000,MAC,PVC,0.01,4.0,14.0,10.0
974141,39730,,,,,96.0,99.0,3.0
974142,39731,6.000,CWW,STA,0.015,71.0,74.0,3.0
974052,39751,,,,,150.0,153.0,3.0
1010328,40054,,,,,54.0,58.0,4.0
974133,40268,,,,,87.0,91.0,4.0
974132,40269,,,,,63.0,66.0,3.0
974134,40270,,,,,60.0,63.0,3.0
1010331,40287,,,,,82.0,83.0,3.0
2020114,40337,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2020115,40338,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2018329,40340,6.000,MAC,PVC,0.025,114.0,119.0,5.0
1007596,40487,,,,,104.0,108.0,4.0
964619,40573,,,,0.02,56.0,60.0,4.0
964625,40574,,,,0.02,140.0,144.0,4.0
980291,40674,,,,0.015,125.0,130.0,5.0
980362,40767,6.000,CWW,STA,0.015,117.0,120.0,3.0
980303,40816,,,,0.015,85.0,90.0,5.0
992120,40946,,,,0.02,63.0,66.0,3.0
980262,41002,,,,,255.0,258.0,3.0
980267,41003,,,,,159.0,162.0,3.0
958158,41004,,,,0.03,59.0,64.0,5.0
980269,41005,,,,,102.0,105.0,3.0
958174,41025,5.000,CWW,PVC,0.02,48.0,52.0,4.0
953383,41092,,,,0.018,80.0,85.0,5.0
958172,41093,,,,0.02,51.0,55.0,4.0
980283,41149,,,,,120.0,125.0,5.0
980279,41150,,,,,189.0,192.0,3.0
980285,41151,,,,,102.0,105.0,3.0
980289,41269,,,,,225.0,233.0,8.0
980311,41289,,,,0.02,67.0,70.0,3.0
980304,41301,,,,,103.0,106.0,3.0
2001026,41323,2.000,MAC,PVC,0.01,2.5,29.7,27.0
980306,41429,,,,,71.0,74.0,3.0
748320,41430,,,,0.03,106.0,110.0,4.0
974138,41756,12.000,CWW,STA,0.025,183.0,190.0,7.0
974137,41757,,,,,125.0,130.0,5.0
953401,41758,,,,0.01,78.0,83.0,5.0
953402,42012,5.000,MAC,PVC,0.02,65.0,70.0,5.0
974097,42304,,,,,122.0,125.0,3.0
2023554,42470,2.000,MAC,PVC,0.01,4.0,20.0,16.0
2023555,42471,2.000,MAC,PVC,0.01,4.0,20.0,16.0
1022043,42503,6.000,CWW,STA,20.0,75.0,80.0,5.0
2088956,42515,4.000,CWW,STA,0.04,154.0,151.0,3.0
2088992,42521,4.000,CWW,STA,0.04,157.0,154.0,3.0
2024465,42539,2.000,MAC,PVC,0.01,34.0,41.0,7.0
2090413,43085,2.000,MAC,PVC,0.01,4.0,14.0,10.0
1022015,43103,4.000,CWW,STA,20.0,65.0,68.0,3.0
2090415,43117,2.000,MAC,PVC,0.01,4.0,14.0,10.0
2090417,43118,2.000,MAC,PVC,0.01,4.0,14.0,10.0
973987,43298,,,,,145.0,150.0,5.0
2037010,43400,10.000,CWW,STA,0.4,63.0,113.0,50.0
974028,43443,,,,,133.0,136.0,3.0
2037050,43497,10.000,CWW,STA,0.4,94.0,114.0,20.0
974171,43889,,,,,126.0,133.0,5.0
1022000,44018,4.000,CWW,STA,20.0,70.0,74.0,4.0
2091125,44019,5.000,MAC,PVC,0.02,90.0,85.0,5.0
1022045,44170,4.000,CWW,STA,20.0,160.0,163.0,3.0
1022044,44171,4.000,CWW,STA,20.0,117.0,121.0,4.0
2027728,44248,1.000,PRE,PVC,0.01,10.0,15.0,10.0
2030835,44511,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2030836,44512,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2030837,44513,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2030838,44514,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2030839,44515,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2030840,44516,2.000,MAC,PVC,0.01,5.0,15.0,10.0
974187,44564,,,,,163.0,168.0,5.0
2027729,44642,1.000,PRE,PVC,0.01,4.0,14.0,10.0
974200,44793,,,,,117.0,120.0,3.0
974205,44833,,,,,130.0,133.0,3.0
33609,44901,,,,0.04,74.0,76.0,
953409,45105,,,,0.015,100.0,105.0,5.0
2033727,45151,2.000,MAC,PVC,0.01,11.0,17.0,6.0
974224,45357,,,,,144.0,159.0,
974276,45519,,,,,148.0,151.0,3.0
974275,45521,,,,,258.0,263.0,5.0
974273,45522,,,,,113.0,117.0,4.0
974277,45523,,,,,89.0,93.0,4.0
974274,45524,,,,,77.0,80.0,3.0
974227,45684,6.000,CWW,STA,0.015,169.0,174.0,5.0
974232,45838,,,,0.2,105.0,108.0,3.0
974235,45839,,,,0.2,121.0,124.0,3.0
2034139,45990,5.000,MAC,PVC,0.02,78.0,83.0,5.0
2033698,46157,6.000,MAC,PVC,0.05,120.0,124.0,4.0
2032524,46162,2.000,MAC,PVC,0.01,1.6,11.8,10.0
967737,46240,,,,,75.0,79.0,4.0
2023385,46439,6.000,MAC,PVC,0.025,105.0,110.0,5.0
974085,46644,,,,,135.0,138.0,3.0
974084,46645,,,,,115.0,120.0,5.0
2030841,46994,2.000,MAC,PVC,0.01,15.0,25.0,10.0
964655,47000,,,,,135.0,140.0,5.0
964651,47001,,,,0.2,55.0,60.0,5.0
964652,47002,,,,0.2,65.0,70.0,5.0
964650,47003,,,,0.2,86.0,92.0,5.0
964653,47004,,,,0.02,50.0,60.0,5.0
964654,47005,,,,0.2,75.0,80.0,5.0
964649,47006,5.000,CWW,PVC,0.02,55.0,60.0,5.0
964640,47007,5.000,CWW,PVC,0.02,40.0,45.0,5.0
964646,47008,,,,0.02,60.0,65.0,5.0
964638,47009,,,,0.2,60.0,65.0,
974213,47037,,,,,144.0,148.0,4.0
2033399,47075,6.000,MAC,PVC,0.025,74.0,79.0,5.0
974259,47111,,,,0.015,141.0,146.0,5.0
974214,47148,,,,,92.0,96.0,4.0
974212,47149,6.000,CWW,STA,0.02,95.0,105.0,10.0
974246,47165,,,,0.2,153.0,156.0,3.0
974233,47218,,,,,114.0,117.0,3.0
974249,47337,,,,,151.0,154.0,3.0
974281,47555,,,,,131.0,134.0,3.0
974268,47582,,,,0.15,126.0,134.0,5.0
974265,47583,,,,0.2,103.0,106.0,3.0
974282,47696,,,,,117.0,120.0,3.0
974308,48282,,,,,94.0,99.0,5.0
974165,48573,4.000,CWW,STA,0.015,126.0,130.0,4.0
974183,48687,4.000,CWW,STA,0.02,83.0,87.0,4.0
953406,48688,,,,0.02,162.0,167.0,5.0
974153,48925,,,,,125.0,128.0,3.0
974264,48970,,,,0.015,156.0,159.0,4.0
2023556,49212,2.000,MAC,PVC,0.01,3.0,22.0,19.0
974092,49260,,,,,110.0,115.0,5.0
974094,49261,,,,,102.0,105.0,3.0
974086,49637,,,,,137.0,141.0,4.0
2014289,49694,2.000,MAC,PVC,0.01,5.0,14.5,10.0
2014291,49695,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2014292,49696,2.000,MAC,PVC,0.01,4.0,10.0,6.0
974089,49754,4.000,CWW,STA,0.02,135.0,138.0,3.0
974096,49844,,,,,130.0,133.0,3.0
953399,49845,,,,0.02,60.0,65.0,5.0
2033737,49997,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2033739,49998,2.000,MAC,PVC,0.01,7.0,17.0,10.0
2033741,50062,2.000,MAC,PVC,0.01,4.0,14.0,10.0
974269,50277,,,,0.15,73.0,78.0,5.0
974262,50278,,,,0.015,139.0,144.0,5.0
974261,50279,,,,0.015,128.0,133.0,5.0
974270,50557,,,,,76.0,79.0,3.0
974258,50566,,,,,91.0,96.0,5.0
974271,50567,,,,,68.0,71.0,3.0
974380,50638,4.000,CWW,STA,0.02,77.0,80.0,3.0
974418,50733,,,,,87.0,92.0,5.0
974415,50797,,,,,83.0,86.0,3.0
974353,50847,,,,0.02,91.0,94.0,3.0
974352,50848,,,,0.02,104.0,107.0,3.0
974339,50849,,,,0.02,91.0,94.0,3.0
974061,51070,,,,,58.0,61.0,3.0
974207,51139,,,,,69.0,72.0,3.0
2030286,51408,12.000,CWW,STA,40.0,75.0,105.0,30.0
974190,51643,6.000,CWW,STA,0.02,113.0,123.0,10.0
2014809,51674,2.000,MAC,PVC,0.01,5.5,30.0,24.0
2014810,51675,2.000,MAC,PVC,0.01,5.5,30.0,24.0
974009,51779,,,,,102.0,179.0,3.0
974003,51780,,,,,164.0,169.0,5.0
974004,51781,,,,,73.0,78.0,5.0
953395,51787,,,,0.02,155.0,160.0,5.0
974178,51917,4.000,CWW,STA,20.0,99.0,103.0,4.0
974176,51918,,,,,73.0,77.0,4.0
974219,51992,,,,,70.0,73.0,3.0
974220,51993,6.000,CWW,STA,0.02,78.0,88.0,10.0
974412,52081,,,,,65.0,68.0,3.0
974425,52126,,,,,78.0,81.0,3.0
974416,52127,,,,,163.0,166.0,3.0
974423,52128,,,,,99.0,102.0,3.0
1007893,52148,,,,0.02,80.0,85.0,5.0
1007892,52149,,,,0.02,45.0,50.0,5.0
974424,52166,,,,,72.0,76.0,4.0
2042639,52214,5.000,MAC,PVC,0.02,78.0,83.0,5.0
2042586,52353,6.000,MAC,PVC,0.025,98.0,103.0,5.0
974286,52407,,,,,140.0,170.0,30.0
974345,52408,,,,,206.0,236.0,30.0
974357,52409,,,,,72.0,75.0,3.0
974388,52440,6.000,CWW,STA,0.02,72.0,77.0,5.0
974391,52441,,,,,79.0,82.0,3.0
1017175,52450,,,,0.02,84.0,89.0,5.0
2044936,52468,2.000,MAC,PVC,0.01,34.0,39.0,5.0
2044940,52470,2.000,MAC,PVC,0.01,35.0,40.0,5.0
2044955,52471,2.000,MAC,PVC,0.01,48.0,53.0,5.0
2042478,52550,10.000,CWW,STA,0.04,51.0,81.0,30.0
953420,52578,,,,0.02,100.0,105.0,5.0
953418,52579,,,,0.02,71.0,76.0,5.0
974382,52582,,,,,118.0,121.0,3.0
2044956,52618,2.000,MAC,PVC,0.01,50.0,55.0,5.0
2033307,52641,2.000,MAC,PVC,0.01,6.0,13.0,7.0
2033309,52642,2.000,MAC,PVC,0.01,7.0,13.0,6.0
2033311,52643,2.000,MAC,PVC,0.01,5.0,11.0,6.0
2033312,52644,2.000,MAC,PVC,0.01,8.0,13.0,5.0
2033313,52645,2.000,MAC,PVC,0.01,8.0,13.0,5.0
2033314,52646,2.000,MAC,PVC,0.01,5.0,12.0,7.0
2033315,52647,2.000,MAC,PVC,0.01,8.0,13.0,5.0
2033316,52648,2.000,MAC,PVC,0.01,4.0,12.0,7.0
974188,52872,8.000,CWW,STA,0.04,166.0,186.0,20.0
974291,52934,,,,0.015,137.0,140.0,3.0
974298,53285,,,,,127.0,130.0,3.0
1014406,53417,,,,0.01,76.0,79.0,4.0
974300,53427,,,,,60.0,63.0,3.0
974321,53492,,,,0.02,92.0,97.0,5.0
974327,53515,,,,,120.0,123.0,3.0
2040764,53620,6.000,MAC,PVC,0.025,99.0,104.0,5.0
974389,53658,,,,,65.0,70.0,5.0
974386,53687,,,,,138.0,143.0,5.0
974387,53688,,,,,123.0,153.0,30.0
974370,53698,,,,,164.0,184.0,
939485,53710,,,,0.02,98.0,101.0,3.0
974413,53740,,,,0.02,63.0,66.0,3.0
974397,53815,,,,0.035,136.0,166.0,
974381,53894,,,,0.04,99.0,129.0,30.0
2044945,54111,2.000,MAC,PVC,0.01,49.0,54.0,5.0
974402,54214,,,,,65.0,68.0,3.0
974429,54243,,,,,96.0,100.0,4.0
2029684,54919,6.000,MAC,PVC,0.025,98.0,103.0,5.0
974225,54940,,,,,193.0,197.0,4.0
974371,54952,4.000,CWW,STA,0.02,84.0,87.0,3.0
974179,54994,,,,,119.0,123.0,4.0
974177,54995,,,,,96.0,101.0,5.0
974251,55106,,,,,133.0,136.0,3.0
974252,55108,,,,,205.0,208.0,3.0
1014390,55110,4.000,CWW,STA,0.02,100.0,103.0,4.0
2033728,55128,2.000,MAC,PVC,0.01,11.0,17.0,5.0
2033730,55129,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2033731,55130,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2033732,55131,2.000,MAC,PVC,0.01,5.0,16.0,10.0
2033735,55132,2.000,MAC,PVC,0.01,8.0,15.0,7.0
2033742,55134,2.000,MAC,PVC,0.01,5.0,15.0,10.0
2044056,55182,12.000,CWW,STA,0.5,120.0,150.0,30.0
2045562,55240,6.000,MAC,PVC,0.025,91.0,96.0,5.0
974407,55248,,,,,182.0,212.0,30.0
974431,55249,,,,,67.0,97.0,30.0
974430,55250,,,,,133.0,138.0,5.0
974428,55251,,,,,93.0,96.0,3.0
974426,55315,,,,,65.0,85.0,20.0
974427,55319,,,,,109.0,112.0,3.0
974454,55355,,,,,90.0,94.0,4.0
948095,55472,,,,0.02,95.0,100.0,5.0
948077,55473,,,,0.05,140.0,160.0,20.0
974369,55493,,,,,155.0,185.0,13.0
974366,55494,,,,,88.0,91.0,3.0
974367,55496,,,,,79.0,84.0,5.0
